id	  U  		 X  		 x  	 P(X<=x)  	 count
0	  0.874791	  2.07777	  0.05	  0.0487706	  11
1	  0.438829	  0.57773	  0.1	  0.0951626	  16
2	  0.0812682	  0.084761	  0.15	  0.139292	  20
3	  0.591951	  0.896369	  0.2	  0.181269	  31
4	  0.730786	  1.31225	  0.25	  0.221199	  43
5	  0.842113	  1.84588	  0.3	  0.259182	  48
6	  0.0774278	  0.0805896	  0.35	  0.295312	  53
7	  0.419798	  0.54438	  0.4	  0.32968	  56
8	  0.141343	  0.152386	  0.45	  0.362372	  66
9	  0.810937	  1.66567	  0.5	  0.393469	  76
10	  0.78102	  1.51878	  0.55	  0.42305	  80
11	  0.988584	  4.47271	  0.6	  0.451188	  91
12	  0.46691	  0.629065	  0.65	  0.477954	  95
13	  0.958025	  3.17067	  0.7	  0.503415	  100
14	  0.597066	  0.908982	  0.75	  0.527633	  104
15	  0.945681	  2.91289	  0.8	  0.550671	  110
16	  0.174102	  0.191284	  0.85	  0.572585	  113
17	  0.135161	  0.145212	  0.9	  0.59343	  115
18	  0.443907	  0.586819	  0.95	  0.613259	  119
19	  0.0176212	  0.0177783	  1	  0.632121	  121
20	  0.639706	  1.02084	  1.05	  0.650062	  127
21	  0.745998	  1.37041	  1.1	  0.667129	  133
22	  0.361115	  0.448031	  1.15	  0.683363	  138
23	  0.0187654	  0.0189437	  1.2	  0.698806	  140
24	  0.450379	  0.598526	  1.25	  0.713495	  140
25	  0.925076	  2.59128	  1.3	  0.727468	  142
26	  0.568915	  0.841449	  1.35	  0.74076	  146
27	  0.91746	  2.49447	  1.4	  0.753403	  150
28	  0.499407	  0.691962	  1.45	  0.76543	  153
29	  0.845824	  1.86966	  1.5	  0.77687	  156
30	  0.59866	  0.912946	  1.55	  0.787752	  157
31	  0.939838	  2.81072	  1.6	  0.798103	  157
32	  0.284653	  0.334988	  1.65	  0.80795	  160
33	  0.679928	  1.13921	  1.7	  0.817316	  161
34	  0.531789	  0.758837	  1.75	  0.826226	  163
35	  0.0154396	  0.01556	  1.8	  0.834701	  166
36	  0.522041	  0.738231	  1.85	  0.842763	  167
37	  0.609217	  0.939603	  1.9	  0.850431	  169
38	  0.435238	  0.571351	  1.95	  0.857726	  170
39	  0.663385	  1.08881	  2	  0.864665	  172
40	  0.420154	  0.544993	  2.05	  0.871265	  173
41	  0.216258	  0.243676	  2.1	  0.877544	  174
42	  0.651968	  1.05546	  2.15	  0.883516	  174
43	  0.887064	  2.18093	  2.2	  0.889197	  177
44	  0.174283	  0.191503	  2.25	  0.894601	  179
45	  0.249034	  0.286395	  2.3	  0.899741	  180
46	  0.832746	  1.78824	  2.35	  0.904631	  181
47	  0.348385	  0.428302	  2.4	  0.909282	  181
48	  0.384195	  0.484825	  2.45	  0.913706	  181
49	  0.276652	  0.323865	  2.5	  0.917915	  182
50	  0.366006	  0.455716	  2.55	  0.921918	  183
51	  0.0239016	  0.0241918	  2.6	  0.925726	  184
52	  0.0226497	  0.0229102	  2.65	  0.929349	  186
53	  0.727122	  1.29873	  2.7	  0.932794	  187
54	  0.0426669	  0.0436039	  2.75	  0.936072	  187
55	  0.473028	  0.640609	  2.8	  0.93919	  187
56	  0.652198	  1.05612	  2.85	  0.942156	  188
57	  0.611582	  0.945672	  2.9	  0.944977	  188
58	  0.390488	  0.495097	  2.95	  0.94766	  189
59	  0.151604	  0.164408	  3	  0.950213	  189
60	  0.457406	  0.611394	  3.05	  0.952641	  189
61	  0.989148	  4.52344	  3.1	  0.954951	  189
62	  0.0914426	  0.0958972	  3.15	  0.957148	  189
63	  0.742059	  1.35503	  3.2	  0.959238	  191
64	  0.669076	  1.10587	  3.25	  0.961226	  192
65	  0.623232	  0.976126	  3.3	  0.963117	  192
66	  0.757499	  1.41675	  3.35	  0.964916	  192
67	  0.191118	  0.212102	  3.4	  0.966627	  192
68	  0.232449	  0.264551	  3.45	  0.968254	  194
69	  0.192737	  0.214106	  3.5	  0.969803	  194
70	  0.854503	  1.9276	  3.55	  0.971275	  194
71	  0.652603	  1.05729	  3.6	  0.972676	  195
72	  0.408995	  0.525931	  3.65	  0.974009	  195
73	  0.506471	  0.706174	  3.7	  0.975276	  195
74	  0.539668	  0.775806	  3.75	  0.976482	  195
75	  0.583278	  0.875336	  3.8	  0.977629	  195
76	  0.755505	  1.40856	  3.85	  0.97872	  195
77	  0.372413	  0.465873	  3.9	  0.979758	  195
78	  0.931663	  2.68331	  3.95	  0.980745	  195
79	  0.1397	  0.150475	  4	  0.981684	  195
80	  0.649065	  1.04715	  4.05	  0.982578	  195
81	  0.29767	  0.353351	  4.1	  0.983427	  195
82	  0.163602	  0.178651	  4.15	  0.984236	  195
83	  0.671715	  1.11387	  4.2	  0.985004	  195
84	  0.0247911	  0.0251036	  4.25	  0.985736	  195
85	  0.206269	  0.231011	  4.3	  0.986431	  195
86	  0.144743	  0.156353	  4.35	  0.987093	  195
87	  0.676989	  1.13007	  4.4	  0.987723	  195
88	  0.817851	  1.70293	  4.45	  0.988321	  195
89	  0.535232	  0.766216	  4.5	  0.988891	  196
90	  0.828593	  1.76372	  4.55	  0.989433	  197
91	  0.275256	  0.321937	  4.6	  0.989948	  198
92	  0.52438	  0.743136	  4.65	  0.990438	  198
93	  0.920036	  2.52618	  4.7	  0.990905	  198
94	  0.0173157	  0.0174674	  4.75	  0.991348	  198
95	  0.193456	  0.214997	  4.8	  0.99177	  198
96	  0.543268	  0.783658	  4.85	  0.992172	  198
97	  0.774815	  1.49083	  4.9	  0.992553	  198
98	  0.384574	  0.485441	  4.95	  0.992917	  198
99	  0.775717	  1.49485	  5	  0.993262	  198
100	  0.967551	  3.4281	  5.05	  0.993591	  199
101	  0.239077	  0.273223	  5.1	  0.993903	  199
102	  0.428321	  0.559177	  5.15	  0.994201	  199
103	  0.376547	  0.472481	  5.2	  0.994483	  199
104	  0.745548	  1.36864	  5.25	  0.994752	  199
105	  0.967988	  3.44165	  5.3	  0.995008	  199
106	  0.959825	  3.2145	  5.35	  0.995252	  199
107	  0.501053	  0.695256	  5.4	  0.995483	  199
108	  0.340401	  0.416123	  5.45	  0.995704	  199
109	  0.891488	  2.22089	  5.5	  0.995913	  199
