id	  U  		 X  		 x  	 P(X<=x)  	 count
0	  0.874791	  2.07777	  0.05	  0.0487706	  11
1	  0.702932	  1.21379	  0.1	  0.0951626	  22
2	  0.837595	  1.81766	  0.15	  0.139292	  31
3	  0.187916	  0.208151	  0.2	  0.181269	  34
4	  0.00538125	  0.00539578	  0.25	  0.221199	  40
5	  0.373201	  0.467129	  0.3	  0.259182	  48
6	  0.788051	  1.55141	  0.35	  0.295312	  63
7	  0.90103	  2.31294	  0.4	  0.32968	  73
8	  0.630444	  0.995454	  0.45	  0.362372	  83
9	  0.276162	  0.323187	  0.5	  0.393469	  89
10	  0.391395	  0.496586	  0.55	  0.42305	  92
11	  0.620676	  0.969364	  0.6	  0.451188	  95
12	  0.853147	  1.91832	  0.65	  0.477954	  101
13	  0.550463	  0.799536	  0.7	  0.503415	  105
14	  0.908761	  2.39427	  0.75	  0.527633	  107
15	  0.792718	  1.57368	  0.8	  0.550671	  110
16	  0.933148	  2.70528	  0.85	  0.572585	  116
17	  0.0461162	  0.0472135	  0.9	  0.59343	  123
18	  0.0989131	  0.104154	  0.95	  0.613259	  124
19	  0.65491	  1.06395	  1	  0.632121	  128
20	  0.284416	  0.334657	  1.05	  0.650062	  133
21	  0.854241	  1.9258	  1.1	  0.667129	  135
22	  0.106345	  0.112435	  1.15	  0.683363	  138
23	  0.284647	  0.334979	  1.2	  0.698806	  142
24	  0.649289	  1.04779	  1.25	  0.713495	  146
25	  0.90449	  2.34852	  1.3	  0.727468	  150
26	  0.667519	  1.10117	  1.35	  0.74076	  150
27	  0.357385	  0.442209	  1.4	  0.753403	  152
28	  0.724574	  1.28943	  1.45	  0.76543	  155
29	  0.562451	  0.826568	  1.5	  0.77687	  156
30	  0.59274	  0.898303	  1.55	  0.787752	  159
31	  0.124056	  0.132453	  1.6	  0.798103	  164
32	  0.265383	  0.308407	  1.65	  0.80795	  167
33	  0.430335	  0.562706	  1.7	  0.817316	  170
34	  0.311972	  0.373926	  1.75	  0.826226	  170
35	  0.270765	  0.315759	  1.8	  0.834701	  170
36	  0.803535	  1.62727	  1.85	  0.842763	  172
37	  0.100023	  0.105386	  1.9	  0.850431	  172
38	  0.171795	  0.188494	  1.95	  0.857726	  175
39	  0.43398	  0.569125	  2	  0.864665	  176
40	  0.376185	  0.471901	  2.05	  0.871265	  176
41	  0.56319	  0.828257	  2.1	  0.877544	  178
42	  0.0546555	  0.0562058	  2.15	  0.883516	  181
43	  0.229331	  0.260496	  2.2	  0.889197	  181
44	  0.113652	  0.120646	  2.25	  0.894601	  181
45	  0.963417	  3.30816	  2.3	  0.899741	  183
